0.06	0.0525
0.06	0.87111
0.12	0.105
0.12	1.275
0.18	0.165
0.18	1.425
0.24	0.195
0.24	1.725
0.3	0.285
0.3	1.725
0.36	0.3213
0.36	1.725
0.42	0.34533
0.42	1.575
0.48	0.39366
0.48	1.575
0.54	0.4875
0.54	1.575
0.6	0.52389
0.6	1.575
0.66	0.675
0.66	1.575
0.72	0.825
0.72	1.575
0.78	0.975
0.78	1.425
0.0471	1.029
0.0456	0.861
0.05145	0.87
0.04755	0.2175
0.002835	1.0005
0.0312	0.9375
0.00141	0.2865
0.0273	0.027
0.004305	0.573
0.01326	0.1092
0.00102	0.1398
